	ensg	entrez_v99	gene_name_v99	ensg_v99
33057	ENSG00000181693	219469	OR8H1	ENSG00000181693.8
33058	ENSG00000181698	390155	OR5T1	ENSG00000181698.4
33059	ENSG00000181718	219464	OR5T2	ENSG00000181718.6
33060	ENSG00000181752	219453	OR8K5	ENSG00000181752.3
33061	ENSG00000181761	390152	OR8H3	ENSG00000181761.5
33062	ENSG00000181767	390151	OR8H2	ENSG00000181767.3
33064	ENSG00000181785	219447	OR5AS1	ENSG00000181785.2
33066	ENSG00000181903	219432	OR4C6	ENSG00000181903.5
33067	ENSG00000181927	81300	OR4P4	ENSG00000181927.3
33068	ENSG00000181939	81309	OR4C15	ENSG00000181939.3
33071	ENSG00000181958	81328	OR4A15	ENSG00000181958.4
33072	ENSG00000181961	81327	OR4A16	ENSG00000181961.4
33074	ENSG00000182053	283116	TRIM49B	ENSG00000182053.12
33076	ENSG00000183134	11251	PTGDR2	ENSG00000183134.5
33077	ENSG00000183908	219527	LRRC55	ENSG00000183908.7
33079	ENSG00000184999	387775	SLC22A10	ENSG00000184999.12
33080	ENSG00000185085	80789	INTS5	ENSG00000185085.2
33081	ENSG00000185475	374395	TMEM179B	ENSG00000185475.11
33082	ENSG00000185670	79842	ZBTB3	ENSG00000185670.9
33084	ENSG00000185926	119749	OR4C46	ENSG00000185926.1
33085	ENSG00000186113	219436	OR5D14	ENSG00000186113.1
33086	ENSG00000186119	219438	OR5D18	ENSG00000186119.8
33089	ENSG00000186509	219956	OR9Q1	ENSG00000186509.4
33090	ENSG00000186513	219957	OR9Q2	ENSG00000186513.3
33091	ENSG00000186652	5553	PRG2	ENSG00000186652.10
33092	ENSG00000186660	80829	ZFP91	ENSG00000186660.15
33094	ENSG00000186907	349667	RTN4RL2	ENSG00000186907.8
33095	ENSG00000187049	51259	TMEM216	ENSG00000187049.10
33096	ENSG00000187612	390148	OR5W2	ENSG00000187612.1
33098	ENSG00000189057	374393	FAM111B	ENSG00000189057.11
33099	ENSG00000196600	387601	SLC22A25	ENSG00000196600.12
33101	ENSG00000197629	219972	MPEG1	ENSG00000197629.6
33102	ENSG00000197658	283238	SLC22A24	ENSG00000197658.9
33103	ENSG00000197745	404552	SCGB1D4	ENSG00000197745.3
33104	ENSG00000197786	219965	OR5B17	ENSG00000197786.3
33106	ENSG00000197887	219958	OR1S2	ENSG00000197887.4
33107	ENSG00000197901	9356	SLC22A6	ENSG00000197901.11
33109	ENSG00000198283	219968	OR5B21	ENSG00000198283.2
33110	ENSG00000198561	1500	CTNND1	ENSG00000198561.14
33113	ENSG00000204922	790955	UQCC3	ENSG00000204922.5
33114	ENSG00000204950	390205	LRRC10B	ENSG00000204950.4
33115	ENSG00000204979	503497	MS4A13	ENSG00000204979.8
33118	ENSG00000205029	390144	OR5D16	ENSG00000205029.1
33119	ENSG00000205030	26338	OR5L2	ENSG00000205030.1
33125	ENSG00000211450	280636	SELENOH	ENSG00000211450.10
33127	ENSG00000213593	51075	TMX2	ENSG00000213593.10
33129	ENSG00000214753	221092	HNRNPUL2	ENSG00000214753.4
33130	ENSG00000214756	751071	CSKMT	ENSG00000214756.8
33131	ENSG00000214782	728588	MS4A18	ENSG00000214782.7
33132	ENSG00000214787	643680	MS4A4E	ENSG00000214787.10
33135	ENSG00000214872	219537	SMTNL1	ENSG00000214872.8
33138	ENSG00000214891	646754	TRIM64C	ENSG00000214891.9
33141	ENSG00000221840	81318	OR4A5	ENSG00000221840.4
33142	ENSG00000221954	283093	OR4C12	ENSG00000221954.2
33143	ENSG00000221968	3995	FADS3	ENSG00000221968.9
33153	ENSG00000229183	643847	PGA4	ENSG00000229183.8
33155	ENSG00000229859	643834	PGA3	ENSG00000229859.10
33160	ENSG00000233436	643376	BTBD18	ENSG00000233436.7
33176	ENSG00000242689	1270	CNTF	ENSG00000242689.3
33195	ENSG00000254466	390197	OR4D10	ENSG00000254466.2
33228	ENSG00000254772	1937	EEF1G	ENSG00000254772.10
33238	ENSG00000254834	390167	OR5M10	ENSG00000254834.4
33256	ENSG00000255012	390168	OR5M1	ENSG00000255012.2
33273	ENSG00000255151	100287520	GLYATL1B	ENSG00000255151.2
33284	ENSG00000255223	219487	OR5M11	ENSG00000255223.4
33302	ENSG00000255393	107987155	OOSP4B	ENSG00000255393.2
33324	ENSG00000255717	23642	SNHG1	ENSG00000255717.7
33335	ENSG00000256713	5222	PGA5	ENSG00000256713.7
33344	ENSG00000258817	283092	OR4C13	ENSG00000258817.1
33346	ENSG00000260811	403257	OR4C45	ENSG00000260811.3
33362	ENSG00000272987	79482	OR5AL1	ENSG00000272987.1
33380	ENSG00000278615	102288414	C11orf98	ENSG00000278615.4
33381	ENSG00000279051	219952	OR6Q1	ENSG00000279051.4
33383	ENSG00000279395	219437	OR5L1	ENSG00000279395.3
33384	ENSG00000279491	399900	AP003733.3	ENSG00000279491.1
33385	ENSG00000279514	219428	OR4C16	ENSG00000279514.2
33388	ENSG00000279761	390142	OR5D13	ENSG00000279761.2
33390	ENSG00000279961	219479	OR5R1	ENSG00000279961.2
33392	ENSG00000280204	219959	OR1S1	ENSG00000280204.3
33393	ENSG00000280314	219473	OR8K3	ENSG00000280314.3
33415	ENSG00000002330	572	BAD	ENSG00000002330.13
33416	ENSG00000006534	221	ALDH3B1	ENSG00000006534.16
33417	ENSG00000014138	23649	POLA2	ENSG00000014138.9
33418	ENSG00000014216	823	CAPN1	ENSG00000014216.15
33419	ENSG00000021300	58473	PLEKHB1	ENSG00000021300.14
33420	ENSG00000054965	23201	FAM168A	ENSG00000054965.10
33421	ENSG00000054967	84957	RELT	ENSG00000054967.13
33422	ENSG00000068831	10235	RASGRP2	ENSG00000068831.19
33423	ENSG00000068971	5526	PPP2R5B	ENSG00000068971.14
33424	ENSG00000068976	5837	PYGM	ENSG00000068976.14
33425	ENSG00000069482	51083	GAL	ENSG00000069482.7
33426	ENSG00000072518	2011	MARK2	ENSG00000072518.20
33427	ENSG00000075388	2249	FGF4	ENSG00000075388.4
33428	ENSG00000084207	2950	GSTP1	ENSG00000084207.18
33429	ENSG00000085733	2017	CTTN	ENSG00000085733.16
33430	ENSG00000087365	10992	SF3B2	ENSG00000087365.16
33431	ENSG00000110011	3338	DNAJC4	ENSG00000110011.13
33432	ENSG00000110025	29907	SNX15	ENSG00000110025.13
33433	ENSG00000110046	23130	ATG2A	ENSG00000110046.13
33434	ENSG00000110047	10938	EHD1	ENSG00000110047.18
33435	ENSG00000110057	81622	UNC93B1	ENSG00000110057.8
33436	ENSG00000110066	51111	KMT5B	ENSG00000110066.15
33437	ENSG00000110075	55291	PPP6R3	ENSG00000110075.14
33438	ENSG00000110076	9379	NRXN2	ENSG00000110076.19
33439	ENSG00000110090	1374	CPT1A	ENSG00000110090.13
33440	ENSG00000110092	595	CCND1	ENSG00000110092.4
33441	ENSG00000110195	2348	FOLR1	ENSG00000110195.13
33442	ENSG00000110200	25906	ANAPC15	ENSG00000110200.8
33443	ENSG00000110203	2352	FOLR3	ENSG00000110203.9
33444	ENSG00000110237	9828	ARHGEF17	ENSG00000110237.5
33445	ENSG00000110583	79829	NAA40	ENSG00000110583.13
33446	ENSG00000110697	9600	PITPNM1	ENSG00000110697.13
33447	ENSG00000110711	9049	AIP	ENSG00000110711.10
33448	ENSG00000110717	4728	NDUFS8	ENSG00000110717.13
33449	ENSG00000110719	10312	TCIRG1	ENSG00000110719.10
33450	ENSG00000110721	1119	CHKA	ENSG00000110721.12
33451	ENSG00000126391	83786	FRMD8	ENSG00000126391.14
33452	ENSG00000126432	25824	PRDX5	ENSG00000126432.14
33453	ENSG00000126500	23769	AP006333.1	ENSG00000126500.3
33454	ENSG00000131620	55107	ANO1	ENSG00000131620.17
33455	ENSG00000131626	8500	PPFIA1	ENSG00000131626.18
33456	ENSG00000132740	3508	IGHMBP2	ENSG00000132740.8
33457	ENSG00000132744	91703	ACY3	ENSG00000132744.8
33458	ENSG00000132746	222	ALDH3B2	ENSG00000132746.15
33459	ENSG00000132749	9633	TESMIN	ENSG00000132749.11
33460	ENSG00000133315	28992	MACROD1	ENSG00000133315.11
33461	ENSG00000133317	85329	LGALS12	ENSG00000133317.14
33462	ENSG00000133318	10313	RTN3	ENSG00000133318.14
33463	ENSG00000133321	5920	PLAAT4	ENSG00000133321.11
33464	ENSG00000133328	54979	PLAAT2	ENSG00000133328.4
33465	ENSG00000133884	5977	DPF2	ENSG00000133884.10
33466	ENSG00000133895	4221	MEN1	ENSG00000133895.15
33467	ENSG00000137478	9873	FCHSD2	ENSG00000137478.15
33468	ENSG00000137496	10068	IL18BP	ENSG00000137496.18
33469	ENSG00000137497	4926	NUMA1	ENSG00000137497.17
33470	ENSG00000137522	55298	RNF121	ENSG00000137522.18
33471	ENSG00000142186	57410	SCYL1	ENSG00000142186.17
33472	ENSG00000146670	113130	CDCA5	ENSG00000146670.10
33473	ENSG00000149357	55004	LAMTOR1	ENSG00000149357.10
33474	ENSG00000149716	220064	LTO1	ENSG00000149716.12
33475	ENSG00000149735	170589	GPHA2	ENSG00000149735.7
33476	ENSG00000149742	114571	SLC22A9	ENSG00000149742.10
33477	ENSG00000149743	83707	TRPT1	ENSG00000149743.14
33478	ENSG00000149761	84304	NUDT22	ENSG00000149761.9
33479	ENSG00000149781	83706	FERMT3	ENSG00000149781.12
33480	ENSG00000149782	5331	PLCB3	ENSG00000149782.11
33481	ENSG00000149792	740	MRPL49	ENSG00000149792.9
33482	ENSG00000149798	10435	CDC42EP2	ENSG00000149798.5
33483	ENSG00000149806	2197	FAU	ENSG00000149806.11
33484	ENSG00000149809	7108	TM7SF2	ENSG00000149809.16
33485	ENSG00000149823	738	VPS51	ENSG00000149823.9
33486	ENSG00000158483	55199	FAM86C1	ENSG00000158483.16
33488	ENSG00000162105	22941	SHANK2	ENSG00000162105.19
33489	ENSG00000162129	81570	CLPB	ENSG00000162129.14
33490	ENSG00000162241	283130	SLC25A45	ENSG00000162241.12
33491	ENSG00000162298	84447	SYVN1	ENSG00000162298.18
33492	ENSG00000162300	7542	ZFPL1	ENSG00000162300.13
33493	ENSG00000162302	8986	RPS6KA4	ENSG00000162302.13
33494	ENSG00000162337	4041	LRP5	ENSG00000162337.12
33495	ENSG00000162341	219931	TPCN2	ENSG00000162341.18
33496	ENSG00000162344	9965	FGF19	ENSG00000162344.4
33497	ENSG00000165457	2350	FOLR2	ENSG00000165457.14
33498	ENSG00000165458	3636	INPPL1	ENSG00000165458.14
33499	ENSG00000165462	401	PHOX2A	ENSG00000165462.5
33500	ENSG00000167770	55611	OTUB1	ENSG00000167770.11
33501	ENSG00000167771	283248	RCOR2	ENSG00000167771.6
33502	ENSG00000167791	51475	CABP2	ENSG00000167791.14
33503	ENSG00000167792	4723	NDUFV1	ENSG00000167792.13
33504	ENSG00000167797	10263	CDK2AP2	ENSG00000167797.7
33505	ENSG00000167799	254552	NUDT8	ENSG00000167799.10
33506	ENSG00000167800	347853	TBX10	ENSG00000167800.9
33507	ENSG00000168004	117245	PLAAT5	ENSG00000168004.9
33508	ENSG00000168005	144097	SPINDOC	ENSG00000168005.9
33509	ENSG00000168010	89849	ATG16L2	ENSG00000168010.11
33510	ENSG00000168040	8772	FADD	ENSG00000168040.4
33511	ENSG00000168056	4054	LTBP3	ENSG00000168056.16
33512	ENSG00000168060	10004	NAALADL1	ENSG00000168060.16
33513	ENSG00000168061	29901	SAC3D1	ENSG00000168061.16
33514	ENSG00000168062	116071	BATF2	ENSG00000168062.10
33515	ENSG00000168065	55867	SLC22A11	ENSG00000168065.16
33516	ENSG00000168066	7536	SF1	ENSG00000168066.20
33517	ENSG00000168067	5871	MAP4K2	ENSG00000168067.12
33518	ENSG00000168070	283129	MAJIN	ENSG00000168070.12
33519	ENSG00000168071	283234	CCDC88B	ENSG00000168071.22
33520	ENSG00000168439	10963	STIP1	ENSG00000168439.16
33521	ENSG00000171067	53838	C11orf24	ENSG00000171067.11
33522	ENSG00000171219	55561	CDC42BPG	ENSG00000171219.9
33523	ENSG00000171631	5031	P2RY6	ENSG00000171631.14
33525	ENSG00000172500	9158	FIBP	ENSG00000172500.12
33526	ENSG00000172508	57571	CARNS1	ENSG00000172508.10
33527	ENSG00000172531	5499	PPP1CA	ENSG00000172531.15
33528	ENSG00000172543	1521	CTSW	ENSG00000172543.8
33529	ENSG00000172613	5883	RAD9A	ENSG00000172613.8
33530	ENSG00000172638	30008	EFEMP2	ENSG00000172638.13
33531	ENSG00000172663	80194	TMEM134	ENSG00000172663.9
33532	ENSG00000172725	57175	CORO1B	ENSG00000172725.14
33533	ENSG00000172732	80198	MUS81	ENSG00000172732.12
33534	ENSG00000172757	1072	CFL1	ENSG00000172757.13
33535	ENSG00000172803	254122	SNX32	ENSG00000172803.18
33536	ENSG00000172818	5017	OVOL1	ENSG00000172818.10
33537	ENSG00000172830	54961	SSH3	ENSG00000172830.13
33538	ENSG00000172890	55191	NADSYN1	ENSG00000172890.13
33539	ENSG00000172893	1717	DHCR7	ENSG00000172893.15
33541	ENSG00000172922	84153	RNASEH2C	ENSG00000172922.10
33542	ENSG00000172927	26579	MYEOV	ENSG00000172927.8
33543	ENSG00000172932	338692	ANKRD13D	ENSG00000172932.15
33544	ENSG00000172935	116535	MRGPRF	ENSG00000172935.9
33545	ENSG00000172938	116512	MRGPRD	ENSG00000172938.3
33546	ENSG00000172977	10524	KAT5	ENSG00000172977.13
33547	ENSG00000173020	156	GRK2	ENSG00000173020.11
33548	ENSG00000173039	5970	RELA	ENSG00000173039.19
33549	ENSG00000173113	51504	TRMT112	ENSG00000173113.6
33550	ENSG00000173120	22992	KDM2A	ENSG00000173120.15
33551	ENSG00000173153	2101	ESRRA	ENSG00000173153.15
33552	ENSG00000173156	29984	RHOD	ENSG00000173156.7
33553	ENSG00000173227	91683	SYT12	ENSG00000173227.14
33554	ENSG00000173237	254439	C11orf86	ENSG00000173237.4
33555	ENSG00000173264	56834	GPR137	ENSG00000173264.14
33556	ENSG00000173327	4296	MAP3K11	ENSG00000173327.8
33557	ENSG00000173338	10089	KCNK7	ENSG00000173338.12
33558	ENSG00000173442	254102	EHBP1L1	ENSG00000173442.13
33559	ENSG00000173457	26472	PPP1R14B	ENSG00000173457.11
33560	ENSG00000173465	10534	ZNRD2	ENSG00000173465.8
33561	ENSG00000173486	2286	FKBP2	ENSG00000173486.13
33562	ENSG00000173511	7423	VEGFB	ENSG00000173511.9
33563	ENSG00000173599	5091	PC	ENSG00000173599.15
33564	ENSG00000173621	78999	LRFN4	ENSG00000173621.9
33565	ENSG00000173653	9986	RCE1	ENSG00000173653.8
33566	ENSG00000173715	79703	C11orf80	ENSG00000173715.16
33568	ENSG00000173825	220359	TIGD3	ENSG00000173825.7
33569	ENSG00000173898	6712	SPTBN2	ENSG00000173898.13
33570	ENSG00000173914	83759	RBM4B	ENSG00000173914.12
33571	ENSG00000173933	5936	RBM4	ENSG00000173933.20
33572	ENSG00000173992	9973	CCS	ENSG00000173992.9
33573	ENSG00000174080	8722	CTSF	ENSG00000174080.11
33574	ENSG00000174165	254359	ZDHHC24	ENSG00000174165.8
33575	ENSG00000174276	741	ZNHIT2	ENSG00000174276.7
33576	ENSG00000174483	582	BBS1	ENSG00000174483.20
33577	ENSG00000174516	246330	PELI3	ENSG00000174516.15
33578	ENSG00000174547	65003	MRPL11	ENSG00000174547.13
33579	ENSG00000174576	266743	NPAS4	ENSG00000174576.10
33580	ENSG00000174669	3177	SLC29A2	ENSG00000174669.12
33581	ENSG00000174684	11041	B4GAT1	ENSG00000174684.7
33582	ENSG00000174744	25855	BRMS1	ENSG00000174744.14
33583	ENSG00000174791	9610	RIN1	ENSG00000174791.11
33584	ENSG00000174807	57124	CD248	ENSG00000174807.4
33585	ENSG00000174851	10897	YIF1A	ENSG00000174851.16
33586	ENSG00000174871	254263	CNIH2	ENSG00000174871.11
33587	ENSG00000174903	81876	RAB1B	ENSG00000174903.16
33588	ENSG00000174996	64837	KLC2	ENSG00000174996.11
33589	ENSG00000175115	55690	PACS1	ENSG00000175115.12
33590	ENSG00000175229	89792	GAL3ST3	ENSG00000175229.7
33591	ENSG00000175294	117144	CATSPER1	ENSG00000175294.6
33592	ENSG00000175315	1474	CST6	ENSG00000175315.3
33593	ENSG00000175334	8815	BANF1	ENSG00000175334.8
33594	ENSG00000175376	84285	EIF1AD	ENSG00000175376.9
33595	ENSG00000175463	374403	TBC1D10C	ENSG00000175463.12
33596	ENSG00000175467	9092	SART1	ENSG00000175467.15
33597	ENSG00000175482	57804	POLD4	ENSG00000175482.9
33598	ENSG00000175505	23529	CLCF1	ENSG00000175505.11
33599	ENSG00000175513	254187	TSGA10IP	ENSG00000175513.9
33600	ENSG00000175514	390212	GPR152	ENSG00000175514.2
33601	ENSG00000175544	57010	CABP4	ENSG00000175544.13
33602	ENSG00000175550	10589	DRAP1	ENSG00000175550.8
33603	ENSG00000175573	83638	C11orf68	ENSG00000175573.7
33604	ENSG00000175575	80227	PAAF1	ENSG00000175575.12
33605	ENSG00000175581	51642	MRPL48	ENSG00000175581.14
33606	ENSG00000175582	5870	RAB6A	ENSG00000175582.19
33607	ENSG00000175591	5029	P2RY2	ENSG00000175591.11
33608	ENSG00000175592	8061	FOSL1	ENSG00000175592.9
33609	ENSG00000175602	11007	CCDC85B	ENSG00000175602.4
33610	ENSG00000175634	6199	RPS6KB2	ENSG00000175634.15
33611	ENSG00000176340	1351	COX8A	ENSG00000176340.4
33612	ENSG00000176485	11145	PLAAT3	ENSG00000176485.11
33613	ENSG00000176973	23625	FAM89B	ENSG00000176973.8
33615	ENSG00000179292	256472	TMEM151A	ENSG00000179292.5
33617	ENSG00000181924	51287	COA4	ENSG00000181924.7
33618	ENSG00000182450	50801	KCNK4	ENSG00000182450.13
33619	ENSG00000182791	55231	CCDC87	ENSG00000182791.5
33621	ENSG00000184154	220074	LRTOMT	ENSG00000184154.14
33623	ENSG00000184276	245911	DEFB108B	ENSG00000184276.3
33624	ENSG00000184743	25923	ATL3	ENSG00000184743.13
33626	ENSG00000186635	116985	ARAP1	ENSG00000186635.14
33627	ENSG00000186642	5138	PDE2A	ENSG00000186642.16
33628	ENSG00000186895	2248	FGF3	ENSG00000186895.4
33629	ENSG00000187066	100130348	TMEM262	ENSG00000187066.8
33630	ENSG00000188070	65998	C11orf95	ENSG00000188070.9
33631	ENSG00000197136	399909	PCNX3	ENSG00000197136.4
33632	ENSG00000197345	219927	MRPL21	ENSG00000197345.13
33634	ENSG00000197891	116085	SLC22A12	ENSG00000197891.12
33644	ENSG00000204571	440051	KRTAP5-11	ENSG00000204571.6
33645	ENSG00000204572	387273	KRTAP5-10	ENSG00000204572.10
33646	ENSG00000204710	387778	SPDYC	ENSG00000204710.2
33656	ENSG00000213402	5790	PTPRCAP	ENSG00000213402.3
33658	ENSG00000213445	6494	SIPA1	ENSG00000213445.10
33659	ENSG00000213465	402	ARL2	ENSG00000213465.8
33660	ENSG00000214530	10809	STARD10	ENSG00000214530.9
33661	ENSG00000214534	100131539	ZNF705E	ENSG00000214534.5
33664	ENSG00000219435	25858	CATSPERZ	ENSG00000219435.6
33668	ENSG00000225805	100129216	DEFB131B	ENSG00000225805.4
33692	ENSG00000239306	10432	RBM14	ENSG00000239306.4
33697	ENSG00000241233	57830	KRTAP5-8	ENSG00000241233.4
33700	ENSG00000244411	440050	KRTAP5-7	ENSG00000244411.4
33703	ENSG00000245532	283131	NEAT1	ENSG00000245532.9
33705	ENSG00000248643	100526737	RBM14-RBM4	ENSG00000248643.5
33707	ENSG00000248746	89	ACTN3	ENSG00000248746.6
33712	ENSG00000250508	105369364	LINC02701	ENSG00000250508.1
33714	ENSG00000251562	378938	MALAT1	ENSG00000251562.8
33726	ENSG00000254470	91056	AP5B1	ENSG00000254470.3
33754	ENSG00000254986	10072	DPP3	ENSG00000254986.7
33755	ENSG00000254997	3846	KRTAP5-9	ENSG00000254997.3
33787	ENSG00000255774	105379407	LINC02747	ENSG00000255774.2
33794	ENSG00000255980	102724265	AP000439.2	ENSG00000255980.1
33888	ENSG00000284713	107984345	SMIM38	ENSG00000284713.1
33892	ENSG00000285533	105369347	RELA-DT	ENSG00000285533.2
33898	ENSG00000286264	114841035	AP001453.5	ENSG00000286264.1
33913	ENSG00000020922	4361	MRE11	ENSG00000020922.12
33914	ENSG00000033327	9846	GAB2	ENSG00000033327.13
33915	ENSG00000042429	9440	MED17	ENSG00000042429.12
33916	ENSG00000048649	51773	RSF1	ENSG00000048649.13
33917	ENSG00000054938	25884	CHRDL2	ENSG00000054938.15
33918	ENSG00000062282	84649	DGAT2	ENSG00000062282.15
33919	ENSG00000073921	8301	PICALM	ENSG00000073921.18
33920	ENSG00000074201	1207	CLNS1A	ENSG00000074201.9
33921	ENSG00000074266	8726	EED	ENSG00000074266.21
33922	ENSG00000077458	143684	FAM76B	ENSG00000077458.13
33923	ENSG00000077498	7299	TYR	ENSG00000077498.9
33924	ENSG00000077514	10714	POLD3	ENSG00000077514.9
33925	ENSG00000077616	10003	NAALAD2	ENSG00000077616.11
33926	ENSG00000078124	55331	ACER3	ENSG00000078124.12
33927	ENSG00000082175	5241	PGR	ENSG00000082175.15
33928	ENSG00000085741	7481	WNT11	ENSG00000085741.13
33929	ENSG00000086991	50507	NOX4	ENSG00000086991.13
33930	ENSG00000087053	8898	MTMR2	ENSG00000087053.18
33931	ENSG00000087884	28971	AAMDC	ENSG00000087884.14
33932	ENSG00000109861	1075	CTSC	ENSG00000109861.16
33933	ENSG00000110172	26973	CHORDC1	ENSG00000110172.12
33934	ENSG00000110218	24145	PANX1	ENSG00000110218.9
33935	ENSG00000118363	9789	SPCS2	ENSG00000118363.12
33936	ENSG00000118369	57558	USP35	ENSG00000118369.13
33937	ENSG00000123892	23682	RAB38	ENSG00000123892.12
33938	ENSG00000123901	10888	GPR83	ENSG00000123901.9
33939	ENSG00000134612	219595	FOLH1B	ENSG00000134612.12
33940	ENSG00000134627	143689	PIWIL4	ENSG00000134627.12
33941	ENSG00000134640	4544	MTNR1B	ENSG00000134640.2
33942	ENSG00000137474	4647	MYO7A	ENSG00000137474.22
33943	ENSG00000137486	408	ARRB1	ENSG00000137486.17
33944	ENSG00000137491	11309	SLCO2B1	ENSG00000137491.15
33945	ENSG00000137492	5612	THAP12	ENSG00000137492.8
33946	ENSG00000137494	338699	ANKRD42	ENSG00000137494.14
33947	ENSG00000137500	60492	CCDC90B	ENSG00000137500.9
33948	ENSG00000137501	54843	SYTL2	ENSG00000137501.17
33949	ENSG00000137502	27314	RAB30	ENSG00000137502.10
33950	ENSG00000137504	58487	CREBZF	ENSG00000137504.13
33951	ENSG00000137507	2615	LRRC32	ENSG00000137507.11
33952	ENSG00000137509	5547	PRCP	ENSG00000137509.11
33953	ENSG00000137513	79731	NARS2	ENSG00000137513.10
33954	ENSG00000137672	7225	TRPC6	ENSG00000137672.13
33955	ENSG00000149196	51501	HIKESHI	ENSG00000149196.16
33956	ENSG00000149201	60494	CCDC81	ENSG00000149201.10
33957	ENSG00000149212	143686	SESN3	ENSG00000149212.12
33958	ENSG00000149218	23052	ENDOD1	ENSG00000149218.5
33959	ENSG00000149231	79780	CCDC82	ENSG00000149231.14
33960	ENSG00000149243	283212	KLHL35	ENSG00000149243.15
33961	ENSG00000149256	26011	TENM4	ENSG00000149256.16
33962	ENSG00000149257	871	SERPINH1	ENSG00000149257.14
33963	ENSG00000149260	726	CAPN5	ENSG00000149260.18
33964	ENSG00000149262	92105	INTS4	ENSG00000149262.17
33965	ENSG00000149269	5058	PAK1	ENSG00000149269.9
33966	ENSG00000149273	6188	RPS3	ENSG00000149273.15
33967	ENSG00000149380	283208	P4HA3	ENSG00000149380.12
33968	ENSG00000149972	53942	CNTN5	ENSG00000149972.11
33969	ENSG00000150316	51503	CWC15	ENSG00000150316.12
33970	ENSG00000150672	1740	DLG2	ENSG00000150672.17
33971	ENSG00000150676	220047	CCDC83	ENSG00000150676.12
33972	ENSG00000150687	11098	PRSS23	ENSG00000150687.12
33973	ENSG00000151364	65987	KCTD14	ENSG00000151364.17
33974	ENSG00000151365	7069	THRSP	ENSG00000151365.2
33975	ENSG00000151366	4718	NDUFC2	ENSG00000151366.13
33976	ENSG00000151376	10873	ME3	ENSG00000151376.16
33977	ENSG00000158555	81544	GDPD5	ENSG00000158555.15
33978	ENSG00000158636	56946	EMSY	ENSG00000158636.16
33979	ENSG00000159063	79053	ALG8	ENSG00000159063.13
33980	ENSG00000162139	10825	NEU3	ENSG00000162139.10
33981	ENSG00000165323	120114	FAT3	ENSG00000165323.15
33982	ENSG00000165325	159989	DEUP1	ENSG00000165325.13
33983	ENSG00000165434	283209	PGM2L1	ENSG00000165434.8
33984	ENSG00000165490	220042	DDIAS	ENSG00000165490.13
33985	ENSG00000165494	51585	PCF11	ENSG00000165494.11
33986	ENSG00000165895	143872	ARHGAP42	ENSG00000165895.19
33987	ENSG00000166002	56935	SMCO4	ENSG00000166002.7
33988	ENSG00000166004	85459	CEP295	ENSG00000166004.15
33989	ENSG00000166012	79101	TAF1D	ENSG00000166012.17
33991	ENSG00000166025	154810	AMOTL1	ENSG00000166025.18
33992	ENSG00000166037	9702	CEP57	ENSG00000166037.11
33993	ENSG00000166391	80168	MOGAT2	ENSG00000166391.15
33994	ENSG00000166435	143570	XRRA1	ENSG00000166435.15
33995	ENSG00000166439	254225	RNF169	ENSG00000166439.6
33996	ENSG00000166575	65084	TMEM135	ENSG00000166575.17
33997	ENSG00000168014	26005	C2CD3	ENSG00000168014.16
33998	ENSG00000168876	54851	ANKRD49	ENSG00000168876.9
33999	ENSG00000168930	57093	TRIM49	ENSG00000168930.13
34000	ENSG00000168959	2915	GRM5	ENSG00000168959.14
34001	ENSG00000171202	84233	TMEM126A	ENSG00000171202.7
34002	ENSG00000171204	55863	TMEM126B	ENSG00000171204.12
34003	ENSG00000171533	4135	MAP6	ENSG00000171533.11
34004	ENSG00000171561	341152	OR2AT4	ENSG00000171561.4
34005	ENSG00000174804	8322	FZD4	ENSG00000174804.4
34006	ENSG00000175536	387787	LIPT2	ENSG00000175536.7
34007	ENSG00000175538	10008	KCNE3	ENSG00000175538.10
34008	ENSG00000175564	7352	UCP3	ENSG00000175564.13
34009	ENSG00000175567	7351	UCP2	ENSG00000175567.10
34010	ENSG00000178301	282679	AQP11	ENSG00000178301.4
34011	ENSG00000178795	220032	GDPD4	ENSG00000178795.9
34012	ENSG00000179071	220388	CCDC89	ENSG00000179071.5
34013	ENSG00000179240	100506127	GVQW3	ENSG00000179240.12
34014	ENSG00000180773	120103	SLC36A4	ENSG00000180773.15
34015	ENSG00000181333	341208	HEPHL1	ENSG00000181333.12
34016	ENSG00000182103	220382	FAM181B	ENSG00000182103.5
34017	ENSG00000182704	25987	TSKU	ENSG00000182704.8
34018	ENSG00000182919	28970	C11orf54	ENSG00000182919.14
34019	ENSG00000183340	8690	JRKL	ENSG00000183340.7
34020	ENSG00000183560	390243	IZUMO1R	ENSG00000183560.9
34021	ENSG00000184384	84441	MAML2	ENSG00000184384.14
34022	ENSG00000186280	55693	KDM4D	ENSG00000186280.7
34023	ENSG00000187726	374407	DNAJB13	ENSG00000187726.8
34024	ENSG00000188997	283219	KCTD21	ENSG00000188997.8
34025	ENSG00000189253	642446	TRIM64B	ENSG00000189253.7
34026	ENSG00000196371	2526	FUT4	ENSG00000196371.3
34029	ENSG00000198382	7405	UVRAG	ENSG00000198382.9
34030	ENSG00000198488	192134	B3GNT6	ENSG00000198488.10
34043	ENSG00000204449	642612	TRIM49C	ENSG00000204449.3
34044	ENSG00000204450	120146	TRIM64	ENSG00000204450.8
34070	ENSG00000214376	387804	VSTM5	ENSG00000214376.6
34072	ENSG00000214414	390231	TRIM77	ENSG00000214414.9
